square_feet,bedrooms,bathrooms,age_years,distance_to_city_miles,school_rating,crime_index,lot_size_acres,garage_spaces,renovated,sale_price
1220,3,2.5,19,10.1,7.5,21.5,0.283,1,1,599808.95
2230,3,2.5,58,2.3,8.7,19,0.256,3,1,1235618.61
1050,3,3,55,6.5,8.9,5.6,0.476,2,1,710032.4
2080,4,2.5,49,19.9,5.1,44.7,0.341,2,1,504163.15
2190,4,3.5,45,10.5,5.8,37.6,0.359,1,0,591583.59
2050,5,4.5,33,15,7.7,27.2,0.246,2,0,860087.31
1170,3,2,34,4.9,7.5,17.9,0.365,1,0,581979.61
2470,3,2,16,5.4,9.8,3,0.137,3,0,1622981.32
2910,5,4,31,11.7,4.6,30.1,0.306,3,0,727365.07
3070,5,3.5,16,11.9,6.5,46.6,0.334,3,0,989982.62
2470,3,3,11,6,6.5,26.3,0.169,1,0,944307.02
2950,6,5,39,3.9,7.8,11.3,0.117,2,1,1549606.19
2780,4,3,26,3.9,8.7,3,0.251,1,1,1747076.9
1890,2,2.5,13,18.2,6.8,40,0.368,2,0,464466
2190,4,3.5,31,14.1,7.5,37.3,0.163,2,0,693610.26
1780,2,2,15,11.5,6.9,17.3,0.379,1,1,716955.93
2150,3,3,37,5.5,6.4,29.4,0.533,2,1,1072060.7
1490,4,3.5,8,0.5,9.4,15.6,0.356,2,1,1105530.94
2750,5,3.5,16,25.8,6.1,56.2,0.459,2,0,533306.78
1870,3,3.5,55,11.1,4.2,31.8,0.217,1,0,455634.78
2430,4,4,17,14.5,5.7,26.2,0.204,2,0,852626.71
3290,4,3.5,18,3,8.5,14.3,0.327,3,0,1645357.58
1140,3,2.5,9,8.8,9.8,24.1,0.319,0,0,685554.1
2320,1,1,8,20.9,5.3,42,0.459,1,0,456433.37
2190,3,3,23,13.9,6,44.2,0.643,1,0,580664.27
2440,6,5,79,3.1,6.8,25,0.142,2,1,997346.48
2410,5,4,26,8.3,8.4,21.5,0.145,3,0,1222311.53
710,3,2,5,0.4,9.1,11.9,0.33,1,0,459303.22
2220,4,4.5,52,22.8,3.8,56.9,1.507,2,0,366930.78
2490,4,3,26,17.3,6.1,34.8,0.566,3,0,740220.57
1740,2,2.5,63,8.9,6.5,38.6,0.264,3,1,695057.8
1330,4,2.5,37,10,7.2,25.2,0.239,2,0,658433.77
3080,5,4,31,7.8,8.7,14,0.275,1,1,1825106.22
2200,4,4.5,16,15.5,6,42.5,0.61,2,0,582088.48
1600,3,4,39,11,7.5,36.2,0.462,0,0,486030.39
2340,4,2.5,7,8.6,7.6,30.6,0.602,1,0,922596.7
2610,4,4,31,8,7.2,13.9,0.451,3,0,1281078.22
2570,4,4,98,4.6,8.5,7,0.224,1,1,1443806.54
2720,4,3,31,14.3,5.3,44.5,0.273,3,0,575444.46
2340,3,1.5,25,10.1,5.8,42.2,0.279,2,1,696451.61
1590,2,2.5,17,4.4,6.4,17.8,0.217,1,1,661931.6
1990,5,4,10,10,8.1,14.3,0.129,2,0,1003672.61
1640,3,2.5,22,2.4,9.9,3,0.129,0,0,958185.78
2110,4,2.5,31,15.7,5.8,48.4,0.239,2,1,560005.36
2130,2,1.5,86,12.2,6.5,10.9,0.186,2,1,661254.61
2590,6,4,46,9.9,7.4,27.1,0.108,3,0,974546.11
2020,4,3,24,6.4,8.4,11.8,0.673,3,0,1098913.52
1220,3,3,11,0.5,7.9,4.5,0.154,2,0,798583.89
2580,4,3.5,4,17.9,3.8,44,0.197,2,0,496410.21
2400,4,3,17,17,6.3,38.2,0.375,2,0,660764.84
2570,5,3.5,22,8.1,6.9,38.3,0.475,2,0,943666.36
2250,3,1.5,30,7.5,8.3,17.4,0.215,2,1,1182205.53
1540,2,2.5,18,4.6,9.1,3,0.225,1,0,955204.04
1580,4,3.5,13,14.5,5.4,44.1,0.503,0,0,348062.67
2480,4,3,23,13,6.1,40.9,0.593,3,0,726823.78
2000,4,3,42,5.5,6.5,30.1,0.289,2,0,730124.56
2450,6,4.5,41,6.8,8.1,13.6,0.562,2,0,1250217.89
2860,5,4.5,42,7.2,9.9,15.4,0.333,1,1,1733814.6
2050,2,2,68,17,4.6,57.3,0.738,2,1,362133.67
1760,3,3,76,10.5,7.2,36.8,0.645,1,1,556797.76
2560,4,4,36,4.9,7.3,21.8,0.486,2,1,1046024.94
2670,6,5.5,70,4.3,8.3,24.6,0.365,2,1,1293183.27
2400,3,2,29,8.2,9.4,16,0.47,1,0,1349740.43
2410,4,2,35,22.2,6.1,41.8,0.829,1,0,493763.86
3110,6,4.5,3,8.1,6.9,24.5,0.282,3,0,1110989.11
2570,4,3.5,27,8,7.5,20.9,0.293,4,0,1095963.48
870,3,2,38,8.2,7.5,21.9,0.227,1,1,490408.08
1640,3,2,25,0.4,9.6,5.3,0.144,2,1,1097798.36
2060,2,3,65,17.3,4.7,47,0.43,0,1,323072.9
2150,4,2.5,20,19.1,6.8,37.6,0.471,2,0,622990.08
2890,2,2.5,58,16.1,6.7,30.2,0.302,2,0,948254.3
2140,4,3.5,51,8.2,7.8,7.8,0.138,1,1,1069027.59
2230,2,1.5,12,2.7,10,3,0.368,2,0,1450935.58
2570,3,3,31,20,6.9,49.1,0.764,4,1,744339.3
1940,3,2.5,13,11.2,5.3,25,0.214,1,0,606235.17
3120,6,5.5,19,8.5,6.9,29.2,0.247,3,0,1243120.08
2670,5,3.5,11,0.4,9.2,28.7,0.255,3,0,1389348.87
2950,6,4,15,1.4,9.1,13.3,0.132,2,1,1868304.05
2040,2,2,69,16.7,6.9,40.2,0.929,2,1,539246.49
1230,2,2.5,22,11.1,6.1,14.6,0.717,1,0,410635.39
2250,4,3,8,3.7,6.7,22.5,0.515,2,0,938377.27
1950,4,3.5,88,3.3,8.9,3,0.261,2,0,941493.77
1640,4,3.5,52,4.6,10,8.3,0.211,1,1,1039624.37
1920,3,3,40,14.1,5.1,37.2,0.504,1,0,375432.27
2070,4,3.5,104,5.5,5.5,31.9,0.207,2,1,578887.41
3290,5,3.5,57,4.6,6.8,16.1,0.317,3,1,1409052.81
2470,4,4,32,9.4,8.8,28.1,0.375,2,1,1258855.81
2370,3,2,20,0.4,9.4,10.8,0.195,3,0,1493797.72
2910,5,4.5,57,16.6,5.3,57.3,0.353,3,0,509098.72
2460,2,2.5,38,14.8,6.9,29.2,0.134,1,0,646033.62
2460,4,3.5,66,14.7,7.3,14.1,0.485,1,1,934415.07
2230,5,4,30,7.7,8,13.7,0.238,3,0,1122775.95
1480,3,2.5,31,3.1,7.1,19.8,0.172,0,0,755694.89
2440,5,5,25,16.8,6,43.6,0.239,3,1,687865.15
1830,4,2.5,47,11.4,5.9,25.1,0.136,2,1,627586.26
1500,3,3,6,6.8,5.9,15.6,0.19,2,0,607476.84
3020,6,4,20,9.9,9,22,0.552,3,0,1555394.53
2260,3,2,17,10.1,8.6,16.3,0.298,2,1,1346141.57
2400,2,1.5,13,20.5,5.4,47.8,0.703,2,0,498557.69
2450,4,3.5,20,5.9,6.1,45.2,0.232,3,0,782104.13
2350,5,4.5,44,11,7.1,27.2,0.086,3,1,1001492.92
2470,5,3.5,9,7.4,8,22.4,0.438,3,0,1253747.72
2820,5,4,14,4.6,9.9,5.8,0.296,2,0,1738223.17
2530,5,4,22,17.9,4.5,45.5,0.394,3,0,572486.7
1660,3,2,14,11.1,7.4,24.5,0.738,2,0,619829.44
1380,3,2.5,47,9.5,7.3,18.4,0.252,2,1,595826.3
1790,2,1.5,44,0.6,8.8,19,0.094,2,1,949490.62
2100,3,4,79,4.9,10,18.8,0.496,2,1,1314899.95
1370,3,2.5,88,19,5.5,37.2,0.454,1,1,307523.36
1990,3,2.5,11,12,4.2,32.2,0.267,0,0,534243.6
2150,3,3,20,9.3,6.2,23.9,0.18,1,1,861119.98
2790,6,5,20,1.9,8.3,11.4,0.217,3,1,1572449.92
2350,3,2.5,36,0.4,10,17.4,0.103,2,0,1398117.94
3460,5,5.5,14,13.5,5.9,45.8,0.207,3,1,994404.86
2720,6,5,18,16.3,5.8,39.2,0.339,2,0,788278.43
2780,4,3.5,72,6.4,7.8,26.1,0.529,1,1,1057794.44
3200,5,4.5,44,3.5,8.5,11.1,0.28,4,0,1679852.21
2540,2,2.5,20,0.4,9.5,4.4,0.171,2,0,1511983.75
2040,4,3,4,13.8,7.3,36.1,0.301,1,0,563902.09
2870,4,2.5,105,12.4,7.7,42.8,0.316,3,1,847759.79
2050,4,3.5,30,6.6,6.6,23.7,0.482,2,0,805417.11
1360,1,1,52,3.7,7.7,19.2,0.144,1,1,642943.42
1550,3,2.5,36,5,9.5,3,0.156,0,0,896110.36
2000,3,4,112,15.6,4.2,37.8,0.332,2,1,366666.83
2470,2,2,23,13.7,8.1,31.2,0.211,2,0,752159.91
2290,5,4,27,10.2,8.3,28,0.186,2,1,974249.14
2820,4,3.5,31,5.4,8,16.9,0.154,3,0,1377290.38
1730,4,3,19,1.1,9.2,8.2,0.3,2,1,1159058.06
1980,5,4,80,21.5,4.9,42.8,0.203,1,1,393908.83
1750,4,3.5,40,15.6,6.3,33.9,0.308,2,1,589003.98
1590,3,2.5,37,9.1,8.8,29,0.441,2,1,747841.55
1470,1,1.5,39,11.7,7.8,36.1,0.52,1,1,695201.48
2290,2,2,49,7.1,9.4,14.9,0.4,2,1,1357357.4
2280,3,3,69,15.2,4.9,42.3,0.273,1,0,337191.74
2240,5,4,10,12,6.4,29.6,0.458,1,0,696193.12
2920,5,3,21,5.9,8.7,27.5,0.208,3,0,1238715.08
2540,4,4,71,2.9,10,12.8,0.148,2,0,1305204.48
2100,3,3,85,1.5,8.9,3,0.31,2,1,1282563.62
2660,4,3,49,18.4,3.9,48.1,0.238,3,1,579431.32
2170,4,3,46,10.9,7,37.3,0.235,2,1,740977.41
710,1,1.5,48,10.4,7.4,13.3,0.342,0,1,302128.05
2430,4,5,32,5.4,9.3,13.8,0.337,3,0,1334618.67
2100,4,3.5,48,0.6,9.2,18,0.151,2,0,1246294.11
1430,2,2,23,15.7,4,31.7,1.073,1,1,423869.07
2020,3,1.5,6,13.2,6.1,24.7,0.339,2,0,686905.22
1860,1,1.5,12,12.7,7.8,27.6,0.392,1,0,665927.32
1850,4,3.5,3,10.2,7.7,9.8,0.412,2,0,949380.52
1610,5,4,6,3.4,9.2,3,0.294,3,0,1081545.54
2600,4,4,8,13.6,5,45,0.256,1,0,591912.73
2720,3,2.5,41,11.4,6,38.7,0.203,4,1,920080.57
1060,2,2.5,54,9,5.9,19.5,0.196,1,1,451493.66
2790,5,4.5,12,9.5,8.7,18.2,0.421,3,0,1502463.47
2370,5,4.5,83,4.9,9.2,11.9,0.203,3,0,1354901.34
2460,3,2,42,15.4,5,41.4,0.248,3,1,606024.63
2520,4,3,16,12.2,6.8,38.5,0.58,2,0,813439.75
3630,5,4,16,7.6,7.7,19.7,0.114,3,0,1571614.99
2580,5,4.5,13,7.6,9.6,16.7,0.429,4,0,1410119.77
2600,3,3,6,1.6,9.6,8.2,0.501,2,0,1660211.64
2430,6,4.5,59,18,4.3,56,0.392,1,1,520636.36
2400,5,4,17,13.1,4.3,27.7,0.143,3,1,825032.23
2270,2,2.5,59,9.6,7.9,26.1,0.58,1,0,819952.3
1550,2,2,18,10.4,8.1,11,0.449,3,1,848850.67
2000,4,3.5,50,6.1,9.5,9.5,0.197,1,0,1174229.92
2560,3,2.5,88,12.6,4.7,45.5,0.203,2,0,394745.9
2470,4,3.5,28,9.4,5.8,37.2,0.251,2,1,811253.41
2690,4,4,20,7.1,6.7,12.1,0.16,1,0,1074755.14
3000,5,4,32,8.6,8.1,13.9,0.267,2,0,1402040.77
3590,6,4,39,3,9.5,7.8,0.382,3,1,2351408.27
2480,4,3,30,19.3,5.1,54.3,0.676,3,0,504063.52
1190,1,1.5,24,15.5,7.4,36.4,0.169,2,0,377315.32
2090,3,3.5,38,10.2,7.1,25.1,0.282,3,0,855603.15
1010,1,1,28,10.5,8,11.3,0.44,0,1,555295.47
2140,4,3.5,10,8.6,7.9,15.4,0.153,2,0,1231566.87
1850,3,3.5,52,17.2,4.7,25.6,0.564,1,1,418637.64
2440,3,3,5,4.6,6.7,29,0.454,1,1,927427.95
1900,3,3,33,7.4,8.6,10.5,0.337,1,1,901100.76
2710,6,4.5,35,5.8,9.5,17.3,0.253,2,1,1541725.7
2760,5,5,33,3.2,8.9,3,0.279,4,0,1748437.43
2150,4,4,38,21.3,5.3,45.9,0.426,1,0,445099.34
2590,3,3,18,14.7,7.9,28.2,0.309,2,0,844122.83
2690,4,3.5,91,12.5,8,17,0.281,3,1,1119364.73
2380,4,3.5,7,6.7,8.3,8.3,0.51,2,0,1251356.61
1290,2,3,53,5,9.4,4.9,0.307,1,1,816331.96
1850,4,4,28,15.4,4.2,52.6,0.341,3,0,422661.5
2030,3,4,29,21.8,5.1,35.6,0.279,1,0,459055.57
1080,4,3.5,26,12.7,6.9,28.7,0.541,2,0,523226.78
1250,3,2.5,24,7.2,9.4,10.7,0.338,0,0,700494.41
2130,4,3.5,20,6.5,9.1,3.4,0.28,2,0,1306862.08
2360,4,3.5,60,18.5,5.6,43.7,0.368,2,0,431682.67
2890,5,4,29,14.4,6.7,27.2,0.388,1,0,858756.88
2980,4,3,42,7.1,7.2,25.6,0.314,2,0,1112531.66
3050,4,3.5,52,5.4,8.4,24.6,0.335,2,0,1386273.1
2450,4,2,20,1.9,8,13.8,0.227,2,0,1439527.94
3180,5,4,49,24.4,5.4,44,0.163,3,0,582568.13
1970,3,2,101,9.7,5.5,30.3,0.357,2,1,582222.44
2170,3,2,22,6.3,6.5,26.2,0.353,3,1,955416.23
1630,2,2,27,7.9,8.6,18.2,0.178,0,0,769779.84
1410,2,2,43,1.5,9,7.8,0.194,2,0,887244.19
2700,4,5,10,20.5,4.8,40.7,0.494,3,0,585589.29
1960,3,3.5,2,5.9,7,23.1,0.285,2,0,727301.11
1860,4,3.5,5,6.6,6.3,28.1,0.409,3,1,909752.13
1520,3,3,19,9.1,9.2,10.1,0.653,0,1,832663.4
1300,2,2.5,50,7,9.3,3,0.244,1,1,830837.01
1410,2,1.5,78,20.6,6.3,48.6,0.266,0,1,292672.87
3030,6,5.5,26,11.5,6.4,32.9,0.454,2,0,965117.39
2140,5,3.5,59,10.9,6.8,17.7,0.619,2,1,924734.59
3220,6,4.5,53,7.7,8.8,8.6,0.11,1,1,1570263.79
2480,4,3.5,53,1,9.9,3,0.27,4,1,1669935.6
1340,3,3,12,19.5,4.9,48.3,0.544,0,0,331919.43
1860,2,1.5,32,11.7,5.7,46.8,0.31,2,1,587946.17
2230,5,4,17,10.7,6.7,23.2,0.516,1,0,882465.26
2070,2,2,50,4.7,8,19.9,0.164,2,1,979231.99
2180,5,4,24,4.6,10,3,0.452,1,1,1475711.83
2040,1,1.5,28,23.4,4.6,54.3,0.254,2,0,329997.81
3050,5,4,58,9.5,6.8,28.4,0.405,2,0,921778.67
1880,3,3,4,5.5,6.3,25.7,0.336,2,0,734715.9
2330,4,3.5,24,1.4,7.7,10.2,0.168,3,1,1338074.52
2250,4,3,10,7.6,10,3,0.733,2,0,1438901.65
1710,3,2,38,17.8,4.8,44.8,0.251,2,0,387673.17
2310,5,5,23,8.9,6.3,33.7,0.407,2,0,738842.48
2070,4,3,40,8.9,7.9,13.9,0.676,3,0,909807.96
1840,3,2.5,17,3.3,8.6,21.4,0.285,2,1,1015283.53
1460,5,3.5,30,1.3,10,3,0.161,3,0,1007296.52
1820,2,1.5,43,21.6,4.7,53,0.923,1,0,341374.48
2250,3,3,7,7.8,7.1,23.2,0.401,3,0,822857.62
2060,3,3.5,11,3.6,8.6,19.5,0.242,2,1,1031455.28
2120,4,3.5,10,10.6,9.1,23.2,0.534,2,0,1108464.72
1180,2,2.5,21,0.4,10,3,0.317,1,0,762175.87
2480,4,3,42,23.2,4.3,45.5,0.47,2,0,435309.48
3200,5,4.5,9,14.3,6.8,44.1,0.353,3,0,1023829.96
2790,3,3,22,4.4,8,14.6,0.143,3,0,1091548.43
2700,5,4.5,28,10.8,8.2,23.5,0.22,3,0,1374646.45
1830,2,2,59,0.4,9.6,3,0.155,2,0,1089706.9
1870,4,4,7,19,3.9,49.9,0.343,1,1,438425.81
2450,4,3,48,17.9,7,37.1,0.387,2,1,829424.82
2010,3,2.5,20,4,8.4,18.5,0.299,3,1,1051012.06
2110,4,3,32,4.4,7.9,9.9,0.123,1,1,1096081.67
1710,3,3,16,1.6,9.4,5.2,0.325,1,0,1085570.65
1990,4,4,59,21.1,5.2,46.2,0.402,1,1,414144.59
2320,4,3.5,26,16.6,6.3,25.1,0.254,2,0,741024.41
1810,2,2,31,8.7,5.3,20.5,0.201,2,1,754406.57
1270,4,3,29,0.4,10,12.8,0.38,0,0,688559.42
1950,2,3,43,1.6,9.4,3.7,0.128,1,1,1285365.87
2040,1,1.5,26,14.8,5.4,46.6,0.151,1,0,363878.49
2730,4,2.5,3,8.5,5.7,33.7,0.502,4,1,1022828.43
2870,4,2.5,44,3.3,6.1,22.5,0.124,3,0,982248.56
2940,4,4,33,0.4,8,9.5,0.224,1,1,1570544.97
1140,2,2,32,7.4,9,3,0.359,1,0,678092.25
2240,3,3.5,66,18.4,5.8,64.3,0.437,3,1,496714.11
1990,2,1,8,19.7,5.7,41.6,0.43,3,0,586326.72
1290,3,2.5,25,14.4,7.2,32.6,0.371,0,1,510148.79
2120,4,4,3,4,7.8,16.2,0.153,2,0,1079117.76
1980,4,2,26,4.6,9.4,6.3,0.873,2,0,1258331.66
2390,3,2,40,12.2,7.3,37.4,0.491,1,0,568670.05
2470,4,3.5,37,12.4,4.9,32.9,0.267,3,1,784050.3
2700,4,4,21,6,7.6,23.5,0.151,4,0,1144313.19
2450,3,2.5,19,6.9,10,18.5,0.207,2,0,1226231.1
1550,3,3,20,0.8,9.3,3,0.191,2,0,1048356.33
2900,5,4,45,12.3,3.4,28.3,0.417,3,1,755534.28
2500,5,3.5,37,13.9,6,41.6,0.585,2,0,698563.86
2570,5,5,24,7.5,6.9,16.7,0.357,2,0,1035870.21
1790,3,2.5,15,0.4,7.8,14.3,0.103,2,0,896500.07
1970,2,1.5,21,0.4,8.7,4.2,0.308,3,0,1206346.6
2300,4,3,52,17.7,6.1,46.1,0.129,1,0,363730.34
1310,3,3,95,13.7,8,23.7,0.356,0,1,474923.8
2530,3,2,18,9,7.1,25.5,0.441,2,1,1054986.39
2550,4,3.5,16,1.4,8.4,17.3,0.194,2,0,1316812.55
2350,4,3,45,0.4,8.8,25.9,0.223,3,1,1492167.97
1870,3,1.5,26,16.9,4.6,38.1,0.408,2,1,444852.09
2070,4,4,8,14.3,6.3,29,0.476,1,1,738676.7
1870,4,4.5,25,10.5,8,33.3,0.221,2,0,761666.64
2660,5,3.5,33,10.2,7.8,14.1,0.241,3,0,1263293.98
3570,4,4.5,38,0.4,9.1,3.9,0.359,3,1,2232549.28
1780,3,3,71,19.4,5.8,39.9,0.316,1,0,294515.11
2300,3,3,13,13.6,5.3,30.2,0.176,2,0,699978.93
1430,3,2.5,17,13,5.7,26.7,0.561,2,0,514704.96
1440,3,3.5,46,9.4,9.7,19.1,0.393,2,0,760667.11
2000,2,2,38,1.6,9,14.1,0.414,2,0,1158911.61
2150,3,2.5,45,15.8,3.7,43.1,0.27,3,1,494257.88
1720,3,2.5,27,13.2,6.6,34.2,0.241,1,0,499253.68
2850,5,4.5,47,11.7,6.3,23.8,0.323,2,1,1145012.65
1810,3,3.5,37,0.4,9.9,13,0.331,2,1,1073186.15
2390,4,3,46,5.5,8.5,10.3,0.221,1,0,1315473.01
2660,4,3,47,19.4,4.9,59.5,0.48,3,1,531639.99
1790,4,4,14,13.2,5.3,27.9,0.244,2,1,651781.95
2550,4,3.5,50,7.4,8.2,17.5,0.278,2,1,1088611.63
2450,4,3.5,35,5.1,8.3,9.6,0.168,2,0,1227594.39
2010,3,2.5,36,6,9.8,8.8,0.246,2,0,1216651.29
1730,2,1.5,24,20.8,4.1,49.6,0.477,0,0,217691.64
1730,4,3.5,91,16.1,6.5,27.3,0.258,1,0,409133.61
2170,5,3.5,45,11.6,6.4,17.3,0.176,2,1,931581.09
2280,4,3.5,17,5.9,8.3,16.5,0.278,2,0,1140085.12
2340,4,3,14,6.2,10,9.2,0.319,1,0,1421396.78
2060,5,4,24,18.7,4.5,46.8,0.435,1,0,423054.61
1760,4,4.5,18,13.7,6.8,29.9,0.295,2,0,589699.73
2380,2,2.5,27,5.5,8,22.8,0.2,1,0,854112.79
3270,4,2,12,7.6,8.8,10.4,0.219,3,1,1761156.12
2270,3,2.5,5,5.6,8.7,8.5,0.218,2,0,1353598.29
2960,3,2,36,16.3,5.4,46.5,0.437,2,0,540304.11
1940,4,4,9,12.1,5.3,31.6,0.204,1,0,569951.95
2020,4,3,54,11.7,7.5,36.3,0.224,2,0,710747.49
1960,3,2.5,38,10.7,9.3,6.7,0.16,2,0,980695.96
2500,4,2.5,19,5.9,8.8,5.9,0.117,2,1,1606920.22
690,1,1.5,52,19,6.4,48.7,0.326,1,0,162568.32
2580,3,3,14,17.5,7.1,23.9,0.368,2,0,821396.65
2050,1,2,27,11.3,5.9,24,0.188,3,0,701083.02
2490,4,3.5,36,7.7,8.4,13.6,0.142,2,1,1297487.05
2000,4,3.5,35,3.4,9.3,3,0.288,3,1,1367402.79
2080,3,2.5,11,21.5,6,48.1,0.265,1,0,423615.98
2060,4,3,4,10,6.1,32.8,0.269,2,0,674829.44
3230,5,4,19,14.5,7.2,17.4,0.359,2,0,1219106.01
2870,6,5,59,10.1,9.2,23.9,0.378,2,0,1333859.53
900,2,2,21,1.7,9.9,6.2,0.479,1,0,594852.76
1870,5,4,38,24.5,5.8,33.4,0.473,1,0,414412.91
860,1,1,49,4.6,5.5,45.7,0.197,1,1,270839.3
2860,5,4,8,10.6,7.1,28.4,0.227,3,0,1136027.79
2270,3,3,26,4.7,9.4,15.1,0.168,2,0,1192673.44
2070,4,3.5,53,2.5,10,17.9,0.226,1,1,1317961.85
2270,4,4,48,18.6,4.7,42.2,0.295,2,1,529691.67
2770,6,5,29,13.4,7.5,43.1,0.129,2,0,902481.63
2090,5,4,17,3,7.2,29,0.304,3,1,989598.51
2650,5,5.5,16,3.5,7.5,25.2,0.251,1,0,1255223.55
2640,4,3.5,15,0.6,10,5.6,0.098,2,0,1723087.53
2080,2,1.5,30,20,5.9,46,0.837,1,0,383426.71
2150,3,2.5,13,13.8,7.6,40.5,0.451,2,0,669151.48
2340,4,4,32,10.5,6.5,31.9,0.231,2,0,839204.51
1790,4,2.5,27,0.8,8.4,13.2,0.105,0,1,940094.25
1420,1,1,16,1,8.8,3,0.071,1,1,912226.11
1550,1,2,38,22.5,4.3,46.8,0.934,2,0,254774.77
2540,5,3,6,5.4,6.8,28,0.217,2,0,834802.58
1980,3,3,40,7,7.1,15,0.245,1,0,747751.96
2280,3,1.5,39,7.1,8.3,26.5,0.173,2,0,1012912.62
1180,1,1.5,9,6.8,9.9,13.3,0.286,1,0,685965.07
2580,3,2.5,19,17,4.1,51.3,0.417,3,0,494446.84
2860,6,4.5,16,16,7.2,29.3,0.538,2,1,1048734.55
1850,3,2.5,22,9.9,8.2,34.2,0.258,2,0,714775.94
2510,5,4,8,8.6,8.4,21.8,0.312,2,1,1380916.72
2940,5,3.5,20,0.4,8.1,20.5,0.171,2,1,1812597.52
1470,2,1.5,12,18.6,6.1,47,0.4,1,0,263974.85
2660,3,2,21,14.7,6,27.4,0.919,2,1,907168.31
2340,4,3,13,8.7,7.4,21.8,0.51,2,0,925529.87
1930,4,4,3,0.6,9.4,13.8,0.209,0,1,1152802.15
1610,2,2,34,5.7,9,5,0.207,1,1,1029387.81
2750,3,2,16,22.4,5,45.9,0.448,1,0,437474.78
1690,2,2.5,20,12.9,4.8,24,0.347,1,0,470790.89
1950,6,4.5,10,11.3,8.3,16.3,0.183,2,0,810155.37
2240,3,3.5,32,9.1,7.6,12.5,0.512,2,0,1083166.74
3620,5,4.5,17,0.4,9.3,4.6,0.21,3,1,2428336.03
2210,3,3,31,16.3,4.6,39.5,0.161,2,0,501718.22
2880,3,3,24,14.6,5.1,51.7,0.444,2,0,670088.44
2390,4,3,1,6,6.8,25.9,0.133,1,0,897358.87
1330,4,4,26,8.2,8.4,8.6,0.567,0,1,741536.6
2280,3,2.5,43,3.4,9.9,3,0.263,2,1,1477855.59
1900,4,3.5,30,18.4,4.3,45.8,0.488,2,0,399520.03
2730,5,5,26,13.9,4.9,38.4,0.456,2,0,817054.95
1850,4,3,59,0.6,7.3,24.8,0.455,2,1,825022.63
2050,2,1.5,27,0.4,8.5,10.6,0.15,3,0,1040831.3
1520,3,3.5,41,4.7,8.7,7.1,0.503,2,0,941762.9
2860,4,3,45,20.2,7.1,33.4,0.353,1,0,589284.37
1730,2,2.5,44,10.9,6.2,35.8,0.427,3,1,652999.69
2260,6,5,50,9,6.6,32.2,0.564,2,1,980224.24
2470,3,3,72,8.6,9.9,18.5,0.222,2,1,1230359.38
2740,4,4,58,1.6,10,6.1,0.272,3,0,1677144.02
2610,5,3.5,72,19.5,4.1,39.4,0.256,3,1,583142.07
1510,2,2,16,10.9,7.2,36.6,0.38,1,0,480068.87
1510,3,2.5,33,9.7,8.1,24.5,0.167,1,0,642717.12
1820,2,3.5,58,7.8,8.1,18.1,0.368,2,1,937171.72
1990,5,4,57,2.2,9.6,6,0.189,1,1,1246077.03
2310,3,3,78,15.6,5.7,46.4,0.255,2,1,553815.06
2290,4,3.5,39,9.9,7.8,30.8,0.389,1,0,698245.53
2540,4,2.5,66,9.4,6.7,20.8,0.196,3,1,1042459
1410,2,1.5,30,6.1,8.3,16.8,0.346,1,0,697102.3
2550,3,2.5,17,3.3,9.4,15.7,0.303,2,0,1555914.67
2300,5,4.5,19,16.5,6.1,50.1,0.218,2,1,674606.82
3080,4,3,34,7.2,6.6,27.4,0.278,3,1,1080633.83
2210,2,2,38,13.4,6.8,16.7,0.421,1,0,795419.89
2430,4,4,24,4.7,9.3,3,0.547,3,0,1401955.13
1920,2,1,27,4.6,8.8,16.3,0.156,2,0,1136177.04
1940,3,2.5,45,16.7,6.1,30.5,0.235,1,1,480947.58
2890,4,4,24,11.3,6.3,34.4,0.547,3,0,975585.41
2360,4,3.5,29,12.9,6.8,22.3,0.591,1,1,984709.73
2160,3,3.5,14,6.6,9.2,14.3,0.426,2,0,1138946.56
2790,4,3,8,8.6,9.5,7.8,0.24,3,0,1783583.83
2130,4,2.5,14,17.9,3.5,52.4,0.607,1,1,458622.3
2210,2,1.5,25,15.4,6.7,44,0.165,2,0,591002.49
1770,2,2,16,5.5,5.9,27.7,0.293,1,0,657812.54
1030,3,2.5,13,2.6,8.7,21.2,0.394,2,0,607612.76
3040,4,3.5,29,1.2,9.1,3,0.186,3,0,1910920.93
2980,5,5.5,39,20.2,6.5,52.6,0.366,3,0,684326.24
2510,5,4.5,22,12.9,6,38.1,0.204,1,0,707175.64
2570,4,3,18,12.8,7.5,31.6,0.18,3,0,998280.4
2150,4,4,23,4.6,9.3,25.8,0.145,2,1,1211627.48
1020,3,4.5,13,0.4,8.5,14.8,0.158,0,0,661094.3
820,1,1.5,28,20.5,5.9,52,0.357,1,1,237293.9
1640,2,3,61,14.3,5.8,44.1,0.399,1,0,399779.67
2680,5,5,32,6.4,7.9,29.9,0.331,2,1,1149586.66
2380,3,3,45,0.8,8.8,6.6,0.225,2,1,1357558.8
2500,5,3.5,10,5.2,10,3,0.302,2,0,1659921.24
3450,6,4.5,9,20.3,4.7,44.4,0.364,3,0,798410.11
2200,3,3,14,16.1,6.3,27.4,0.343,2,1,769216.42
2040,3,3,34,12.3,8.9,18.7,0.18,2,0,836680.95
2160,4,3,31,7.8,8.9,9.2,0.236,2,1,1234034.48
